129,1,-2,-2,-2,-2,1,1,-39,-39,-39,-39,1,-249,-249,-249,-249,1
8,-10,-10,-10,-10,1,-72,-72,-72,-72,1,1,-247,-247,-247,-247,-43,-43
10,1,1,-62,-62,-62,-62,-30,-30,-30,-30,-245,-245,-245,-245,1,-128,-128
12,-103,-103,-103,-71,-71,-71,-71,1,1,-243,-243,-243,-243,1,-85,-85,-85
13,-129,-129,-129,-129,-97,-97,-97,-97,-241,-241,-241,-241,-118,-118,-118,-118,1
14,-112,-112,-112,-112,1,1,-239,-239,-239,-239,1,1,-101,-101,-101,-101,1
15,-95,-95,-95,-95,-236,-236,-236,-236,1,-91,-91,-91,-91,1,-17,-17,-17
16,1,-228,-228,-228,-228,0,0,0,0,-23,-23,-23,-23,-93,-93,-93,-93
17,1,1,1,-233,-233,-233,-233,-90,-90,-90,-90,1,-50,-50,-50,-50,1
18,1,1,-230,-230,-230,-230,-13,-13,-13,-13,-83,-83,-83,-83,-136,-136,-136
19,1,1,1,-3,-3,-3,-3,-73,-73,-73,-73,1,-226,-226,-226,-226,1
22,-120,-120,-120,1,-46,-46,-46,-46,1,1,1,-224,-224,-224,-224,-145,-145
23,-61,-61,-61,-61,1,-21,-21,-21,-21,1,-222,-222,-222,-222,1,1,1
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,-44,-44,-44,-44,1,-106,-106,-106,-106,-220,-220,-220,-220,-8,-8,-8,-8
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,-86,-86,-86,1,-63,-63,-63,-63,-218,-218,-218,-218,-135,-135,-135,-135,1
37,1,-70,-70,-70,-70,1,-216,-216,-216,-216,1,-7,-7,-7,-7,1,1
41,1,1,1,1,-213,-213,-213,-213,1,-6,-6,-6,-6,-59,-59,-59,-59
42,1,1,1,-210,-210,-210,-210,1,1,1,-49,-49,-49,-49,1,-77,-77
43,1,1,-207,-207,-207,-207,-81,-81,-81,-81,-32,-32,-32,-32,1,1,1
45,1,-205,-205,-205,-205,1,-132,-132,-132,-132,-15,-15,-15,-15,1,1,1
46,1,-53,-53,-53,-53,-4,-4,-4,-4,-40,-40,-40,-40,1,-204,-204,-204
48,1,1,-198,-198,-198,-198,0,0,0,0,0,0,0,0,0,0,0
50,-1,-1,-1,1,-29,-29,-29,-29,-31,-31,-31,-31,-203,-203,-203,-203,1
51,-52,-52,-52,1,1,-89,-89,-89,-89,1,-202,-202,-202,-202,1,1,1
52,-197,-197,-197,-197,1,0,0,0,0,0,0,0,0,0,0,0,0
53,1,-104,-104,-104,-104,1,1,1,-201,-201,-201,-201,-67,-67,-67,-67,1
55,-69,-69,-69,1,1,1,-200,-200,-200,-200,-66,-66,-66,-66,1,1,1
56,1,1,1,1,-199,-199,-199,-199,-116,-116,-116,-116,1,-25,-25,-25,-25
57,1,-138,-138,-138,-138,1,-115,-115,-115,-115,1,-58,-58,-58,-58,-196,-196
58,1,1,1,1,1,-140,-140,-140,-140,-142,-142,-142,-142,-195,-195,-195,-195
59,0,0,0,0,0,0,0,0,0,0,1,-194,-194,-194,-194,-94,-94
61,1,1,1,-88,-88,-88,-88,1,1,-193,-193,-193,-193,1,1,-111,-111
64,-78,-78,-78,-78,1,1,1,-192,-192,-192,-192,-92,-92,-92,-92,-26,-26
65,1,-189,-189,-189,-189,1,0,0,0,0,0,0,0,0,0,0,0
68,1,-121,-121,-121,-121,-191,-191,-191,-191,1,-100,-100,-100,-100,1,1,1
69,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-187,-187,-187
70,1,1,1,-190,-190,-190,-190,1,1,0,0,-109,-109,-109,-109,-60,-60
71,-188,-188,-188,1,1,1,0,0,0,0,0,0,0,0,0,0,0
72,1,1,-181,-181,-181,-181,0,0,0,0,0,0,0,0,0,0,0
73,1,1,1,-122,-122,-122,-122,-56,-56,-56,-56,1,-186,-186,-186,-186,1
75,1,1,-113,-113,-113,-113,1,1,1,1,-185,-185,-185,-185,-34,-34,-34
76,1,1,1,1,-12,-12,-12,-12,-184,-184,-184,-184,1,-42,-42,-42,-42
77,-18,-18,-18,1,1,1,-183,-183,-183,-183,-134,-134,-134,-134,1,1,1
78,1,1,1,1,-182,-182,-182,-182,1,-57,-57,-57,-57,1,-51,-51,-51
80,0,0,0,0,0,0,0,0,0,0,1,-41,-41,-41,-41,-179,-179
81,-180,-180,-180,-180,1,1,1,-107,-107,-107,-107,-75,-75,-75,-75,1,1
82,-27,-27,-27,-27,1,-55,-55,-55,-55,1,1,-177,-177,-177,-177,1,0
83,1,-19,-19,-19,-19,-123,-123,-123,-123,-176,-176,-176,-176,1,0,0,0
84,1,1,-28,-28,-28,-28,1,-5,-5,-5,-5,1,1,-178,-178,-178,-178
86,1,1,1,-105,-105,-105,-105,-175,-175,-175,-175,1,-84,-84,-84,-84,1
87,1,1,1,1,1,-174,-174,-174,-174,-125,-125,-125,-125,1,-119,-119,-119
90,1,1,1,-173,-173,-173,-173,1,-14,-14,-14,-14,1,1,-68,-68,-68
91,1,-172,-172,-172,-172,1,-64,-64,-64,-64,-117,-117,-117,-117,1,1,1
96,-171,-171,-171,-139,-139,-139,-139,-124,-124,-124,-124,1,1,-127,-127,-127,-127
97,1,1,1,-20,-20,-20,-20,1,-99,-99,-99,-99,1,1,-170,-170,-170
99,1,1,-45,-45,-45,-45,-98,-98,-98,-98,1,1,-169,-169,-169,-169,1
101,1,-87,-87,-87,-87,-38,-38,-38,-38,1,-168,-168,-168,-168,-102,-102,-102
102,1,1,-11,-11,-11,-11,1,1,-167,-167,-167,-167,1,-110,-110,-110,-110
104,-137,-137,-137,1,1,1,-166,-166,-166,-166,1,-126,-126,-126,-126,1,1
105,0,0,1,1,-165,-165,-165,-165,1,1,0,0,0,0,0,0,0
107,1,1,-164,-164,-164,-164,1,-22,-22,-22,-22,-143,-143,-143,-143,1,1
108,-163,-163,-163,-163,1,1,0,0,0,0,0,0,0,0,0,0,0
109,1,1,-96,-96,-96,-96,-149,-149,-149,-149,1,-24,-24,-24,-24,-162,-162
110,1,1,1,1,-114,-114,-114,-114,1,-74,-74,-74,-74,-161,-161,-161,-161
111,-35,-35,-35,-54,-54,-54,-54,-158,-158,-158,-158,1,0,0,0,0,0
112,1,-155,-155,-155,-155,1,0,0,0,0,0,0,0,0,0,0,0
115,-154,-154,-154,1,1,0,0,0,0,0,0,0,0,0,0,0,0
116,1,1,1,-37,-37,-37,-37,-141,-141,-141,-141,-160,-160,-160,-160,1,1
117,1,1,1,1,-80,-80,-80,-80,1,-159,-159,-159,-159,-76,-76,-76,-76
118,1,-36,-36,-36,-36,-157,-157,-157,-157,1,1,1,-33,-33,-33,-33,1
122,1,1,1,-156,-156,-156,-156,1,-82,-82,-82,-82,1,-144,-144,-144,-144
123,-146,-146,-146,-146,1,0,0,0,0,0,0,0,0,0,0,0,0
124,1,1,1,1,-131,-131,-131,-131,-133,-133,-133,-133,1,1,-153,-153,-153
125,1,1,-130,-130,-130,-130,1,1,-150,-150,-150,-150,-152,-152,-152,-152,1
127,1,1,-147,-147,-147,-147,-47,-47,-47,-47,-151,-151,-151,-151,1,-9,-9
